name,calories,total_fat,sodium,protein,carbohydrate,sugars,food_group
SILK Raspberry soy y,88,1.2g,15.00 mg,2.35 g,17.65 g,12.94 g,grains
SILK Blueberry soy y,88,1.2g,15.00 mg,2.35 g,17.06 g,12.35 g,grains
"Pretzels, unsalted, ",345,3.1g,252.00 mg,8.20 g,71.04 g,0.25 g,grains
"Pheasant, meat only,",133,3.6g,37.00 mg,23.57 g,0.00 g,0,grains
"Turkey bacon, microw",368,26g,2021.00 mg,29.50 g,4.24 g,4.24 g,grains
"Ham, not canned, cho",180,10g,1039.00 mg,16.50 g,4.20 g,0.00 g,grains
"Spices, ground, turm",312,3.3g,27.00 mg,9.68 g,67.14 g,3.21 g,grains
"BURGER KING, Onion R",417,25g,776.00 mg,3.86 g,43.58 g,5.43 g,grains
"Salad dressing, cole",390,33g,710.00 mg,0.90 g,23.80 g,20.11 g,grains
"Beef sausage, pre-co",405,38g,822.00 mg,15.50 g,0.03 g,0.00 g,grains
"WENDY'S, Chicken Nug",326,23g,708.00 mg,16.46 g,14.31 g,0.08 g,grains
"Pork, raw, ground, f",263,21g,56.00 mg,16.88 g,0.00 g,0,grains
"APPLEBEE'S, french f",290,13g,618.00 mg,3.31 g,39.50 g,0.00 g,grains
"Candies, white choco",539,32g,90.00 mg,5.87 g,59.24 g,59.00 g,grains
"Fast foods, hush pup",296,13g,813.00 mg,6.16 g,40.21 g,3.80 g,grains
"Nuts, dried, hickory",657,64g,1.00 mg,12.72 g,18.25 g,0,grains
"Spices, ground, alls",263,8.7g,77.00 mg,6.09 g,72.12 g,0,grains
"Beef stew, canned en",99,5.5g,388.00 mg,4.41 g,7.85 g,1.76 g,grains
"Honey roll sausage, ",182,11g,1322.00 mg,18.58 g,2.18 g,0,grains
"Kale, unprepared, fr",28,0.5g,15.00 mg,2.66 g,4.90 g,0,grains
"Mushrooms, raw, shii",34,0.5g,9.00 mg,2.24 g,6.79 g,2.38 g,grains
"Milk, non-soy, imita",46,2g,55.00 mg,1.60 g,5.30 g,5.30 g,grains
"Fungi, dried, Cloud ",284,0.7g,35.00 mg,9.25 g,73.01 g,0,grains
"CHICK-FIL-A, hash br",301,19g,454.00 mg,3.00 g,30.51 g,0.54 g,grains
"Crackers, water bisc",384,7.1g,571.00 mg,7.14 g,72.81 g,0.00 g,grains
"KEEBLER, Oatmeal Coo",478,20g,325.00 mg,7.10 g,67.70 g,30.90 g,grains
"PACE, Tequila Lime S",47,0g,594.00 mg,0.00 g,9.38 g,6.25 g,grains
"Lettuce, raw, green ",15,0.2g,28.00 mg,1.36 g,2.87 g,0.78 g,grains
"Cake, dry mix, angel",366,0.3g,822.00 mg,6.40 g,86.13 g,61.33 g,grains
"Fish, raw, white, su",92,2.3g,40.00 mg,16.76 g,0.00 g,0,grains
"Peppers, raw, red, s",31,0.3g,4.00 mg,0.99 g,6.03 g,4.20 g,grains
"Seeds, dried, chia s",486,31g,16.00 mg,16.54 g,42.12 g,0,grains
"SILK Plus Fiber, soy",41,1.4g,39.00 mg,2.47 g,5.76 g,2.88 g,grains
"Snacks, brown rice c",384,2.8g,326.00 mg,8.20 g,81.50 g,0.60 g,grains
"Corn, raw, yellow, s",86,1.4g,15.00 mg,3.27 g,18.70 g,6.26 g,grains
"Animal fat, bacon gr",897,100g,150.00 mg,0.00 g,0.00 g,0.00 g,grains
"Pork, pickled pork h",171,11g,1050.00 mg,19.11 g,0.00 g,0.00 g,grains
"Agave, dried (Southw",341,0.7g,14.00 mg,1.71 g,81.98 g,50.70 g,grains
"Bread, whole-wheat, ",262,1.7g,527.00 mg,9.80 g,55.89 g,2.87 g,grains
"Cheese, grated, parm",420,28g,1804.00 mg,28.42 g,13.91 g,0.07 g,grains
"Chili with beans, ca",103,3.8g,423.00 mg,6.12 g,13.24 g,1.65 g,grains
"Beans, raw, yellow, ",31,0.1g,6.00 mg,1.82 g,7.13 g,3.27 g,grains
"Ostrich, raw, tender",123,3.2g,86.00 mg,22.07 g,0.00 g,0.00 g,grains
"McDONALD'S, Egg McMU",228,9.7g,617.00 mg,13.64 g,21.67 g,2.13 g,grains
"CAMPBELL'S, Tomato j",21,0g,280.00 mg,0.82 g,4.12 g,2.88 g,grains
"Raisins, golden seed",302,0.5g,12.00 mg,3.39 g,79.52 g,59.19 g,grains
"Crackers, regular, w",455,16g,699.00 mg,7.30 g,70.73 g,15.48 g,grains
"Guanabana nectar, ca",59,0.2g,8.00 mg,0.11 g,14.93 g,13.07 g,grains
"McDONALD'S, french f",323,15g,189.00 mg,3.41 g,42.58 g,0.21 g,grains
"McDONALD'S, Cheesebu",263,12g,626.00 mg,12.97 g,27.81 g,6.22 g,grains
"Peas, raw, edible-po",42,0.2g,4.00 mg,2.80 g,7.55 g,4.00 g,grains
"Soy flour, raw, full",434,21g,13.00 mg,37.81 g,31.92 g,7.50 g,grains
"Game meat, raw, squi",120,3.2g,103.00 mg,21.23 g,0.00 g,0,grains
"Jellyfish, salted, d",36,1.4g,9690.00 mg,5.50 g,0.00 g,0.00 g,grains
"Amaranth grain, unco",371,7g,4.00 mg,13.56 g,65.25 g,1.69 g,grains
"Cornmeal, white (Nav",398,5g,4.00 mg,10.99 g,77.14 g,1.46 g,grains
"Spices, ground, cinn",247,1.2g,10.00 mg,3.99 g,80.59 g,2.17 g,grains
"Spices, dried, dill ",253,4.4g,208.00 mg,19.96 g,55.82 g,0,grains
"Beans, raw, in pod, ",88,0.7g,25.00 mg,7.92 g,17.63 g,9.21 g,grains
"Nuts, dried, ginkgo ",348,2g,13.00 mg,10.35 g,72.45 g,0,grains
"Pickle relish, hambu",129,0.5g,1096.00 mg,0.63 g,34.48 g,0,grains
"Fish, raw, walleye, ",93,1.2g,51.00 mg,19.14 g,0.00 g,0,grains
"Jew's ear, raw, (pep",25,0g,9.00 mg,0.48 g,6.75 g,0,grains
"Turkey bacon, unprep",226,17g,1069.00 mg,15.94 g,1.89 g,0,grains
"Turkey and gravy, fr",67,2.6g,554.00 mg,5.88 g,4.61 g,0,grains
"Cucumber, raw, with ",15,0.1g,2.00 mg,0.65 g,3.63 g,1.67 g,grains
"Cowpeas, raw, leafy ",29,0.3g,7.00 mg,4.10 g,4.82 g,0,grains
"Syrup, chocolate, NE",269,0g,150.00 mg,0.00 g,67.21 g,60.00 g,grains
"Veal, raw, seam fat ",444,44g,89.00 mg,12.53 g,0.00 g,0.00 g,grains
"Yogurt, non-fat, van",78,0g,47.00 mg,2.94 g,17.04 g,5.88 g,grains
"Game meat, raw, ante",114,2g,51.00 mg,22.38 g,0.00 g,0,grains
"Cherries, raw, red, ",50,0.3g,3.00 mg,1.00 g,12.18 g,8.49 g,grains
"Cabbage, salted, mus",28,0.1g,717.00 mg,1.10 g,5.63 g,1.40 g,grains
"Blackberry juice, ca",38,0.6g,1.00 mg,0.30 g,7.80 g,7.70 g,grains
"Okra, unprepared, fr",30,0.3g,3.00 mg,1.69 g,6.63 g,2.97 g,grains
"Seeds, hulled, hemp ",553,49g,5.00 mg,31.56 g,8.67 g,1.50 g,grains
SILK Key Lime soy yo,88,1.2g,15.00 mg,2.35 g,17.65 g,12.35 g,grains
"Egg Mix, USDA Commod",555,35g,576.00 mg,35.60 g,23.97 g,2.46 g,grains
"Peanuts, raw, all ty",567,49g,18.00 mg,25.80 g,16.13 g,4.72 g,grains
"Beans, raw, green, s",31,0.2g,6.00 mg,1.83 g,6.97 g,3.26 g,grains
"Spaghetti, dry, spin",372,1.6g,36.00 mg,13.35 g,74.81 g,2.72 g,grains
"Bratwurst, cooked, v",341,32g,60.00 mg,13.99 g,0.00 g,0.00 g,grains
"Cheese, fat free, cr",105,1g,702.00 mg,15.69 g,7.66 g,5.48 g,grains
"Plantains, fried, gr",309,12g,2.00 mg,1.50 g,49.17 g,3.63 g,grains
"Water, generic, bott",0,0g,2.00 mg,0.00 g,0.00 g,0.00 g,grains
"Sauce, dry, alfredo ",535,36g,2590.00 mg,15.32 g,36.52 g,5.40 g,grains
"Milk, fluid, low sod",61,3.5g,3.00 mg,3.10 g,4.46 g,4.46 g,grains
"TACO BELL, Bean Burr",209,6.1g,563.00 mg,7.35 g,31.23 g,1.73 g,grains
"Cauliflower, raw, gr",31,0.3g,23.00 mg,2.95 g,6.09 g,3.03 g,grains
"Picnic loaf, beef, p",232,17g,1164.00 mg,14.92 g,4.76 g,0,grains
"DENNY'S, chicken str",295,15g,798.00 mg,19.17 g,22.03 g,0.29 g,grains
"Breakfast tart, low ",372,6g,361.00 mg,3.99 g,76.80 g,4.87 g,grains
"Fish, raw, chum, sal",120,3.8g,50.00 mg,20.14 g,0.00 g,0,grains
"Fish, smoked, sablef",257,20g,737.00 mg,17.65 g,0.00 g,0,grains
"Spices, dried, marjo",271,7g,77.00 mg,12.66 g,60.56 g,4.09 g,grains
"Mango, sweetened, dr",319,1.2g,162.00 mg,2.45 g,78.58 g,66.27 g,grains
"Malabar spinach, coo",23,0.8g,55.00 mg,2.98 g,2.71 g,0,grains
"Peppers, raw, hungar",29,0.4g,1.00 mg,0.80 g,6.70 g,3.53 g,grains
"Peppers, dried, pasi",345,16g,89.00 mg,12.35 g,51.13 g,0,grains
"Pumpkin pie mix, can",104,0.1g,208.00 mg,1.09 g,26.39 g,0,grains
"Seaweed, raw, irishm",49,0.2g,67.00 mg,1.51 g,12.29 g,0.61 g,grains
"Nuts, blanched, almo",590,53g,19.00 mg,21.40 g,18.67 g,4.63 g,grains
"SCHIFF,TIGER'S MILK ",422,14g,168.00 mg,16.80 g,56.46 g,36.40 g,grains
"Game meat, raw, musk",162,8.1g,82.00 mg,20.76 g,0.00 g,0,grains
"Pickles, sour, cucum",11,0.2g,1208.00 mg,0.33 g,2.26 g,1.06 g,grains
"Frankfurter, low sod",312,29g,311.00 mg,12.00 g,1.80 g,0.00 g,grains
"Bread, enriched, rai",274,4.4g,347.00 mg,7.90 g,52.30 g,5.68 g,grains
"Bread, toasted, oatm",292,4.8g,486.00 mg,9.20 g,52.70 g,8.84 g,grains
"Fish, raw, pink, sal",127,4.4g,75.00 mg,20.50 g,0.00 g,0.00 g,grains
Octopus (Alaska Nati,56,0.8g,0,12.30 g,0.00 g,0,grains
"Ostrich, cooked, oys",159,4g,81.00 mg,28.81 g,0.00 g,0.00 g,grains
"Bagels, cinnamon-rai",274,1.7g,344.00 mg,9.80 g,55.20 g,5.98 g,grains
"Pork, raw, belly, fr",518,53g,32.00 mg,9.34 g,0.00 g,0.00 g,grains
"Tamarind nectar, can",57,0.1g,7.00 mg,0.09 g,14.73 g,12.70 g,grains
"Nuts, dried, buttern",612,57g,1.00 mg,24.90 g,12.05 g,0,grains
"Bratwurst, cooked, p",333,29g,846.00 mg,13.72 g,2.85 g,0.00 g,grains
"Pears, green anjou, ",66,0.1g,1.00 mg,0.44 g,15.79 g,9.73 g,grains
"Gravy, beef, CAMPBEL",42,1.7g,458.00 mg,1.69 g,5.08 g,1.69 g,grains
"Seaweed, raw, spirul",26,0.4g,98.00 mg,5.92 g,2.42 g,0.30 g,grains
"Soy meal, raw, defat",337,2.4g,3.00 mg,49.20 g,35.89 g,0,grains
"Candies, plain, hala",469,22g,195.00 mg,12.49 g,60.49 g,0,grains
"Milk, dried, butterm",387,5.8g,517.00 mg,34.30 g,49.00 g,49.00 g,grains
"Barley, cooked, pear",123,0.4g,3.00 mg,2.26 g,28.22 g,0.28 g,grains
"Cornmeal, blue (Nava",398,5.4g,7.00 mg,10.40 g,76.93 g,1.81 g,grains
"Nuts, raw, coconut m",354,33g,20.00 mg,3.33 g,15.23 g,6.23 g,grains
"Pie, cherry, fried p",316,16g,374.00 mg,3.00 g,42.60 g,0,grains
"Toppings, nuts in sy",448,22g,42.00 mg,4.50 g,58.08 g,36.72 g,grains
"Babyfood, orange, ju",45,0.3g,0.00 mg,0.60 g,10.20 g,8.26 g,grains
"Spices, dried, rosem",331,15g,50.00 mg,4.88 g,64.06 g,0,grains
"KEEBLER, Vanilla Waf",462,17g,402.00 mg,4.00 g,73.10 g,31.60 g,grains
"Guavas, raw, strawbe",69,0.6g,37.00 mg,0.58 g,17.36 g,0,grains
"Cheese, hard type, g",452,36g,423.00 mg,30.52 g,2.17 g,2.17 g,grains
"Cheese, soft type, g",264,21g,459.00 mg,18.52 g,0.00 g,0.00 g,grains
"Radishes, raw, orien",18,0.1g,21.00 mg,0.60 g,4.10 g,2.50 g,grains
"Mushrooms, raw, mait",31,0.2g,1.00 mg,1.94 g,6.97 g,2.07 g,grains
"Sour cream, reduced ",181,14g,70.00 mg,7.00 g,7.00 g,0.30 g,grains
"Melons, raw, cantalo",34,0.2g,16.00 mg,0.84 g,8.16 g,7.86 g,grains
"Pasta, dry, whole-wh",352,2.9g,6.00 mg,13.87 g,73.37 g,2.74 g,grains
"Persimmons, raw, nat",127,0.4g,1.00 mg,0.80 g,33.50 g,0,grains
"KASHI, Blueberry Waf",192,7.1g,476.00 mg,5.70 g,34.60 g,4.60 g,grains
"Game meat, raw, cari",127,3.4g,57.00 mg,22.63 g,0.00 g,0,grains
"Oranges, with peel, ",63,0.3g,2.00 mg,1.30 g,15.50 g,0,grains
"Seeds, raw, lotus se",89,0.5g,1.00 mg,4.13 g,17.28 g,0,grains
"Rolls, oat bran, din",236,4.6g,413.00 mg,9.50 g,40.20 g,6.67 g,grains
"Gravy, canned, mushr",50,2.7g,570.00 mg,1.26 g,5.47 g,0,grains
"Spices, dried, tarra",295,7.2g,62.00 mg,22.77 g,50.22 g,0,grains
"SILK Chocolate, soym",58,1.4g,41.00 mg,2.06 g,9.47 g,7.82 g,grains
"Sweetener, agave, sy",310,0.5g,4.00 mg,0.09 g,76.37 g,68.03 g,grains
"Onions, sauteed, yel",132,11g,12.00 mg,0.95 g,7.86 g,0,grains
"Fish, salted, macker",305,25g,4450.00 mg,18.50 g,0.00 g,0.00 g,grains
"English muffins, whe",223,2g,353.00 mg,8.70 g,44.80 g,1.56 g,grains
"Bologna, beef and po",308,25g,960.00 mg,15.20 g,5.49 g,4.42 g,grains
"Beverages, cola, ZEV",0,0g,6.00 mg,0.00 g,1.13 g,0.00 g,grains
"Fast foods, taco sal",141,7.5g,385.00 mg,6.68 g,11.91 g,0,grains
"Hearts of palm, cann",28,0.6g,426.00 mg,2.52 g,4.62 g,0,grains
"Fish, raw, ocean, po",79,0.9g,61.00 mg,16.64 g,0.00 g,0,grains
"Bread, sprouted, whe",188,0g,474.00 mg,13.16 g,33.88 g,2.63 g,grains
"Spices, dried, cherv",237,3.9g,83.00 mg,23.20 g,49.10 g,0,grains
"Babyfood, apple, jui",47,0.1g,8.00 mg,0.00 g,11.70 g,10.70 g,grains
"Nuts, english, walnu",654,65g,2.00 mg,15.23 g,13.71 g,2.61 g,grains
"Spices, dried, parsl",292,5.5g,452.00 mg,26.63 g,50.64 g,7.27 g,grains
"Spices, ground, ging",335,4.2g,27.00 mg,8.98 g,71.62 g,3.39 g,grains
"Spices, ground, nutm",525,36g,16.00 mg,5.84 g,49.29 g,2.99 g,grains
"Egg, fresh, raw, whi",52,0.2g,166.00 mg,10.90 g,0.73 g,0.71 g,grains
"Egg, fresh, raw, who",143,9.5g,142.00 mg,12.56 g,0.72 g,0.37 g,grains
"Candies, REESE'S BIT",521,30g,179.00 mg,11.34 g,55.18 g,48.03 g,grains
"Mushrooms, raw, oyst",33,0.4g,18.00 mg,3.31 g,6.09 g,1.11 g,grains
"Egg substitute, powd",444,13g,800.00 mg,55.50 g,21.80 g,21.80 g,grains
"Cereals, dry, WHEATE",357,2.9g,13.00 mg,13.10 g,75.60 g,1.60 g,grains
"Ice creams, strawber",192,8.4g,60.00 mg,3.20 g,27.60 g,0,grains
"Hominy, yellow, cann",72,0.9g,345.00 mg,1.48 g,14.26 g,0,grains
"Lettuce, raw, red le",16,0.2g,25.00 mg,1.33 g,2.26 g,0.48 g,grains
"Game meat, raw, beav",146,4.8g,51.00 mg,24.05 g,0.00 g,0,grains
"Butterbur, raw, (fuk",14,0g,7.00 mg,0.39 g,3.61 g,0,grains
"Cheese, hard, parmes",392,26g,1376.00 mg,35.75 g,3.22 g,0.80 g,grains
"Pickle relish, hot d",91,0.5g,1091.00 mg,1.50 g,23.35 g,0,grains
"Snacks, shrimp crack",426,18g,571.00 mg,7.14 g,59.09 g,21.43 g,grains
"Avocados, Florida, r",120,10g,2.00 mg,2.23 g,7.82 g,2.42 g,grains
Chickpea flour (besa,387,6.7g,64.00 mg,22.39 g,57.82 g,10.85 g,grains
"Peanuts, raw, virgin",563,49g,10.00 mg,25.19 g,16.54 g,3.95 g,grains
"Peanuts, raw, valenc",570,48g,1.00 mg,25.09 g,20.91 g,0,grains
"Peanut flour, defatt",327,0.6g,180.00 mg,52.20 g,34.70 g,8.22 g,grains
"Nuts, raw, cashew nu",553,44g,12.00 mg,18.22 g,30.19 g,5.91 g,grains
"Chorizo, pork and be",455,38g,1235.00 mg,24.10 g,1.86 g,0.00 g,grains
"Crackers, plain, mat",395,1.4g,0.00 mg,10.00 g,83.70 g,0.29 g,grains
"Bologna, pork, chick",336,31g,1240.00 mg,10.31 g,4.19 g,0.00 g,grains
"KASHI, Original Waff",197,7.4g,479.00 mg,6.00 g,35.40 g,4.20 g,grains
"Amaranth grain, cook",102,1.6g,6.00 mg,3.80 g,18.69 g,0,grains
"Shallots, freeze-dri",348,0.5g,59.00 mg,12.30 g,80.70 g,38.16 g,grains
"Falafel, home-prepar",333,18g,294.00 mg,13.31 g,31.84 g,0,grains
"Melon, banana (Navaj",21,0.2g,11.00 mg,0.84 g,4.06 g,3.36 g,grains
"Mortadella, pork, be",311,25g,1246.00 mg,16.37 g,3.05 g,0.00 g,grains
"Wheat, hard red spri",329,1.9g,2.00 mg,15.40 g,68.03 g,0.41 g,grains
"Wheat, soft red wint",331,1.6g,2.00 mg,10.35 g,74.24 g,0.41 g,grains
"Wheat, hard red wint",327,1.5g,2.00 mg,12.61 g,71.18 g,0.41 g,grains
"BURGER KING, Hamburg",261,11g,461.00 mg,14.85 g,26.76 g,5.60 g,grains
"Spices, coriander se",298,18g,35.00 mg,12.37 g,54.99 g,0,grains
"Spices, ground, clov",274,13g,277.00 mg,5.97 g,65.53 g,2.38 g,grains
"Spices, fenugreek se",323,6.4g,67.00 mg,23.00 g,58.35 g,0,grains
"Cheese, sliced, shar",410,34g,644.00 mg,24.25 g,2.13 g,0.27 g,grains
"Soup, vegetable brot",6,0.1g,303.00 mg,0.23 g,1.02 g,0.57 g,grains
"Beans, with beef, ca",121,3.5g,475.00 mg,6.38 g,16.91 g,0,grains
"APPLEBEE'S, crunchy ",356,20g,833.00 mg,4.58 g,40.17 g,4.48 g,grains
"Hyacinth beans, raw,",344,1.7g,21.00 mg,23.90 g,60.74 g,0,grains
"McDONALD'S, Low Fat ",313,3.3g,170.00 mg,1.89 g,71.53 g,43.21 g,grains
"Cloudberries, raw (A",51,0.8g,0,2.40 g,8.60 g,0,grains
"Nuts, roasted, europ",245,2.2g,2.00 mg,3.17 g,52.96 g,10.60 g,grains
"Cowpeas, raw, young ",44,0.3g,4.00 mg,3.30 g,9.50 g,5.04 g,grains
"Soy protein isolate,",321,0.5g,50.00 mg,88.32 g,2.59 g,0.00 g,grains
"Whale, eyes (Alaska ",291,23g,0,19.60 g,0.00 g,0.00 g,grains
"Mayonnaise dressing,",688,78g,486.00 mg,0.00 g,0.30 g,0.30 g,grains
"Nuts, unblanched, dr",659,67g,3.00 mg,14.32 g,11.74 g,2.33 g,grains
"Walrus, dried (Alask",251,2.6g,0,57.00 g,0.00 g,0,grains
"Seal, liver (Alaska ",116,3.3g,0,18.60 g,2.90 g,0,grains
"Restaurant, sesame c",293,14g,482.00 mg,14.33 g,26.88 g,15.98 g,grains
"KASHI, Toasted Asiag",420,14g,659.00 mg,12.70 g,66.40 g,7.10 g,grains
"Crustaceans, raw, al",84,0.6g,836.00 mg,18.29 g,0.00 g,0,grains
"CAMPBELL'S, V8 100% ",21,0g,173.00 mg,0.82 g,4.12 g,3.29 g,grains
"Oranges, valencias, ",49,0.3g,0.00 mg,1.04 g,11.89 g,0,grains
"Bread, sweet yeast b",367,12g,228.00 mg,9.42 g,56.38 g,12.50 g,grains
"Beans, no salt added",105,0.4g,1.00 mg,4.80 g,20.49 g,7.78 g,grains
"Candies, TWIZZLERS N",347,2.6g,195.00 mg,2.30 g,79.37 g,51.35 g,grains
"Cake, dry mix, carro",415,9.8g,567.00 mg,5.10 g,79.20 g,0,grains
"Lasagna, unprepared,",145,4.2g,312.00 mg,5.06 g,21.61 g,3.80 g,grains
"Tea, Hohoysi (Hopi),",2,0.2g,0,0.12 g,0.00 g,0,grains
"Snacks, almond, hard",495,26g,256.00 mg,7.70 g,62.00 g,0,grains
"Restaurant, refried ",156,6.8g,376.00 mg,6.91 g,16.79 g,0.78 g,grains
"SUNSHINE, Cheez-It C",491,23g,809.00 mg,11.00 g,61.00 g,0.50 g,grains
"KEEBLER, Sesame Crac",496,24g,887.00 mg,6.60 g,62.60 g,4.10 g,grains
Chocolate-flavored h,541,30g,41.00 mg,5.41 g,62.16 g,54.05 g,grains
"Corn flour, enriched",363,3.7g,5.00 mg,8.46 g,76.59 g,0,grains
Salisbury steak with,149,10g,509.00 mg,6.98 g,6.78 g,0.26 g,grains
"Restaurant, lemon ch",252,14g,252.00 mg,11.87 g,20.61 g,8.18 g,grains
"Beverages, Cran Grap",54,0g,19.00 mg,0.21 g,13.16 g,12.60 g,grains
"Candies, WHATCHAMACA",494,24g,299.00 mg,8.04 g,63.23 g,48.86 g,grains
"SUNSHINE, Colby Crac",512,27g,761.00 mg,9.55 g,59.25 g,1.20 g,grains
"Sorghum flour, unenr",357,1.2g,1.00 mg,9.53 g,76.85 g,0,grains
"Candies, MR. GOODBAR",538,33g,41.00 mg,10.22 g,54.34 g,47.22 g,grains
"Turkey breast, prepa",100,2.4g,922.00 mg,16.33 g,2.34 g,3.28 g,grains
"Acerola, raw, (west ",32,0.3g,7.00 mg,0.40 g,7.69 g,0,grains
"CRACKER BARREL, maca",194,12g,375.00 mg,6.49 g,15.61 g,2.83 g,grains
"Burrito, microwaved,",298,12g,659.00 mg,8.73 g,38.95 g,1.36 g,grains
"OSCAR MAYER, Wieners",329,30g,1025.00 mg,11.35 g,2.78 g,1.60 g,grains
"Stew/soup, caribou (",41,0.7g,72.00 mg,3.80 g,4.80 g,0,grains
"Beverages, tonic wat",34,0g,12.00 mg,0.00 g,8.80 g,8.80 g,grains
"Mustard greens, unpr",20,0.3g,29.00 mg,2.49 g,3.41 g,0,grains
"Cheese sauce, prepar",197,15g,493.00 mg,10.33 g,5.48 g,0.19 g,grains
"Peaches, sweetened, ",94,0.1g,6.00 mg,0.63 g,23.98 g,22.18 g,grains
"PACE, Spicy Jalapeno",63,0g,492.00 mg,4.17 g,11.67 g,3.33 g,grains
"Cake, prepared, dry ",257,0.3g,511.00 mg,6.10 g,58.70 g,30.51 g,grains
"Huckleberries, raw (",37,0.1g,10.00 mg,0.40 g,8.70 g,0,grains
"Cream, cultured, red",135,12g,89.00 mg,2.94 g,4.26 g,0.16 g,grains
SILK Plus for Bone H,41,1.4g,39.00 mg,2.47 g,4.53 g,2.88 g,grains
Reddi Wip Fat Free W,149,5g,72.00 mg,3.00 g,25.00 g,16.00 g,grains
"Boysenberries, heavy",88,0.1g,3.00 mg,0.99 g,22.31 g,0,grains
"Boysenberries, unswe",50,0.3g,1.00 mg,1.10 g,12.19 g,6.89 g,grains
"Hush puppies, prepar",337,14g,668.00 mg,7.70 g,46.00 g,2.03 g,grains
"Doughnuts, glazed, f",412,18g,345.00 mg,3.10 g,59.50 g,35.11 g,grains
"Candies, HERSHEY'S S",541,30g,317.00 mg,3.13 g,63.73 g,59.89 g,grains
"Babyfood, chicken an",51,0.9g,25.00 mg,1.60 g,9.20 g,0.55 g,grains
"Knackwurst, beef, po",307,28g,930.00 mg,11.10 g,3.20 g,0.00 g,grains
"Artichokes, raw, (gl",47,0.2g,94.00 mg,3.27 g,10.51 g,0.99 g,grains
"Milk, calcium reduce",354,0.2g,2280.00 mg,35.50 g,51.80 g,0,grains
"Milk, sweetened, con",321,8.7g,127.00 mg,7.91 g,54.40 g,54.40 g,grains
"Pate, canned, not sp",319,28g,697.00 mg,14.20 g,1.50 g,0,grains
"BURGER KING, Premium",260,12g,602.00 mg,10.29 g,26.69 g,3.53 g,grains
"Salmonberries, raw (",47,0.3g,14.00 mg,0.85 g,10.05 g,3.66 g,grains
"Candies, AFTER EIGHT",432,12g,1.00 mg,1.67 g,79.53 g,66.60 g,grains
"Beverages, PERRIER, ",0,0g,1.00 mg,0.00 g,0.00 g,0,grains
"Restaurant, coleslaw",159,12g,221.00 mg,0.88 g,12.35 g,9.54 g,grains
"MOTHER'S, Vanilla Sa",469,20g,276.00 mg,4.80 g,68.90 g,30.10 g,grains
"Pancakes, dry mix, s",349,1.4g,456.00 mg,8.90 g,73.90 g,0,grains
"Gourd, raw, dishclot",20,0.2g,3.00 mg,1.20 g,4.35 g,2.02 g,grains
"Desserts, dry mix, v",383,0g,6.00 mg,0.00 g,99.00 g,0,grains
"Tangerine juice, swe",50,0.2g,1.00 mg,0.50 g,12.00 g,11.80 g,grains
"Oil, whale (Alaska N",900,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Puff pastry, ready-t",551,38g,249.00 mg,7.30 g,45.10 g,0.74 g,grains
"Kefir, LIFEWAY, stra",62,0.9g,37.00 mg,3.39 g,10.20 g,9.21 g,grains
"Lemonade, pink, froz",192,0.7g,4.00 mg,0.22 g,48.86 g,46.46 g,grains
"Macaroni, dry, enric",367,1g,43.00 mg,13.14 g,74.88 g,0,grains
"Seal, meat (Alaska N",142,3.2g,110.00 mg,28.40 g,0.00 g,0,grains
"Sea cucumber, yane (",56,0.4g,0,13.00 g,0.00 g,0,grains
"Cranberry sauce, swe",159,0.2g,5.00 mg,0.90 g,40.40 g,31.75 g,grains
"Focaccia, plain, Ita",249,7.9g,561.00 mg,8.77 g,35.82 g,1.75 g,grains
"Vitasoy USA, Nasoya ",54,1.7g,34.00 mg,8.30 g,1.30 g,0.20 g,grains
"Nuts, roasted, japan",201,0.8g,19.00 mg,2.97 g,45.13 g,0,grains
"Cheese, swiss, paste",334,25g,1370.00 mg,24.73 g,2.10 g,1.23 g,grains
"Asparagus, drained, ",22,0.2g,14.00 mg,2.40 g,4.11 g,1.30 g,grains
Peanut butter with o,608,54g,356.00 mg,24.47 g,17.00 g,3.11 g,grains
"Onions, solids and l",19,0.1g,371.00 mg,0.85 g,4.02 g,2.20 g,grains
"MOTHER'S, Coconut Co",500,25g,430.00 mg,5.70 g,65.10 g,27.80 g,grains
"Fast foods, with sau",371,24g,814.00 mg,9.67 g,29.99 g,1.59 g,grains
"Snacks, plain, hard,",471,20g,294.00 mg,10.10 g,64.40 g,28.57 g,grains
"Taro shoots, without",14,0.1g,2.00 mg,0.73 g,3.20 g,0,grains
"Fish, raw, farmed, r",141,6.2g,51.00 mg,19.94 g,0.00 g,0.00 g,grains
"Mollusks, canned, ea",68,2.5g,112.00 mg,7.06 g,3.91 g,0.00 g,grains
"Restaurant, spanish ",185,5.3g,528.00 mg,3.28 g,31.16 g,1.30 g,grains
"Pork, cooked, render",898,100g,27.00 mg,0.07 g,0.00 g,0.00 g,grains
"Pork, baked, cooked,",548,43g,2193.00 mg,35.73 g,1.35 g,0.00 g,grains
"KEEBLER, Onion Crack",479,21g,1006.00 mg,5.70 g,67.70 g,9.70 g,grains
Parmesan cheese topp,370,5g,1150.00 mg,40.00 g,40.00 g,1.50 g,grains
"Peas, raw, sprouted,",124,0.7g,20.00 mg,8.80 g,27.11 g,0,grains
"Nuts, roasted, chine",239,1.2g,4.00 mg,4.48 g,52.36 g,0,grains
